EDAD;GENERO;ESTRATO_VIVIENDA;NIVEL_EDUCATIVO;TIPO_AREA_VIVIENDA;SEGMENTO_PLAN;MIN_LLAMADAS_SEM;MIN_REDES_SOC_SEM;MIN_WEB_SEM;DIAS_PAGO_FACT;VECES_LLAM_COMPETENCIA;MESES_SUSCRITO;NUM_INTERRUPCIONES;DUR_INTERRUPCIONES;SUSCRIP_STREAMING;RIESGO_CANCELACION
80;mujer;4;educacion superior;urbana;medio;867;373;1165;50;183;86;3;444;no;no
60;hombre;5;primaria;rural;medio;457;967;844;16;129;28;3;93;no;si
28;mujer;5;primaria;urbana;basico;687;383;380;59;120;20;8;111;no;si
29;hombre;1;secundaria;urbana;medio;841;1573;863;32;123;90;3;410;no;si
24;mujer;4;primaria;urbana;basico;364;846;688;29;33;99;0;87;no;no
45;hombre;4;secundaria;urbana;premium;274;264;159;42;168;7;9;409;si;no
78;hombre;1;primaria;rural;medio;341;114;954;58;55;117;3;170;no;si
26;hombre;6;secundaria;urbana;medio;979;837;305;54;298;67;5;374;no;si
66;hombre;5;secundaria;rural;basico;91;534;473;3;207;41;6;7;no;no
70;mujer;2;secundaria;rural;basico;819;1275;254;55;286;107;10;210;no;si
76;mujer;4;secundaria;rural;premium;92;1381;465;51;106;83;10;258;si;no
24;hombre;4;primaria;urbana;basico;167;1237;568;48;167;65;5;80;no;si
48;hombre;6;primaria;rural;medio;827;58;1489;50;87;77;7;439;no;si
17;mujer;2;secundaria;rural;medio;507;984;1018;49;231;80;10;479;no;si
36;hombre;2;primaria;urbana;basico;138;966;8;18;225;106;5;313;no;si
56;hombre;6;secundaria;urbana;premium;383;1749;227;37;24;66;3;179;si;no
39;mujer;4;educacion superior;urbana;basico;225;1122;341;10;195;37;2;471;si;no
69;hombre;1;secundaria;urbana;medio;802;1451;1295;36;184;5;7;71;no;no
66;hombre;5;secundaria;rural;basico;956;780;1324;9;189;81;0;72;si;no
21;hombre;2;primaria;rural;medio;729;258;831;0;181;70;9;404;si;no
62;mujer;6;secundaria;urbana;medio;86;497;1366;10;102;43;4;446;si;no
51;hombre;6;secundaria;rural;medio;427;1527;1213;17;204;28;6;58;no;si
41;hombre;4;educacion superior;rural;medio;1000;279;749;57;275;39;8;257;no;si
45;mujer;2;secundaria;rural;premium;726;1076;661;45;189;25;10;332;no;si
60;hombre;5;educacion superior;urbana;premium;636;766;1254;30;76;108;3;491;no;si
57;mujer;3;secundaria;urbana;premium;702;941;1266;23;271;15;6;249;no;si
18;hombre;6;primaria;rural;premium;174;715;512;36;154;120;10;427;no;no
65;hombre;3;primaria;urbana;medio;419;1473;261;36;217;19;8;174;no;si
54;hombre;6;educacion superior;urbana;medio;796;1771;783;31;51;62;6;399;no;si
43;hombre;1;secundaria;rural;basico;497;709;262;54;87;117;9;219;no;si
26;mujer;2;educacion superior;urbana;medio;526;1027;1150;57;81;77;0;32;si;no
43;hombre;1;secundaria;urbana;medio;272;1514;997;59;71;72;4;174;no;si
30;mujer;3;secundaria;urbana;basico;329;443;1316;22;223;50;10;475;no;si
73;hombre;1;educacion superior;rural;basico;902;1339;824;35;158;7;9;262;no;si
16;mujer;3;educacion superior;urbana;medio;182;692;208;45;122;12;7;323;si;no
80;mujer;1;secundaria;urbana;basico;593;1009;237;27;156;89;6;321;si;no
18;hombre;3;primaria;urbana;premium;321;1125;129;46;147;39;10;142;no;no
24;mujer;4;secundaria;urbana;basico;45;760;17;42;222;94;10;172;no;si
61;mujer;6;secundaria;rural;premium;580;1364;946;22;147;39;8;374;no;si
16;hombre;5;secundaria;rural;medio;668;1200;117;35;101;22;10;187;no;si
36;hombre;5;primaria;urbana;premium;558;963;732;19;276;110;5;348;no;si
60;hombre;5;primaria;rural;premium;399;67;818;25;99;65;7;497;no;si
79;hombre;5;secundaria;urbana;premium;604;31;772;48;189;69;8;54;no;si
44;hombre;6;secundaria;urbana;basico;110;1230;1387;42;142;80;2;356;no;no
64;mujer;6;educacion superior;urbana;basico;240;1459;738;55;190;12;8;160;no;si
61;mujer;5;primaria;rural;premium;985;636;637;18;147;90;4;289;no;si
35;hombre;6;secundaria;rural;medio;508;1088;627;57;117;75;5;103;no;si
56;hombre;5;secundaria;rural;basico;560;1734;734;18;18;11;3;150;no;no
25;hombre;1;secundaria;rural;medio;289;1095;214;37;118;111;5;392;no;si
52;mujer;3;primaria;rural;basico;406;94;228;24;105;79;8;89;no;si
42;hombre;6;educacion superior;urbana;basico;372;672;1379;4;116;70;9;278;si;no
29;hombre;4;primaria;rural;premium;15;1501;1236;36;183;53;0;389;no;no
79;mujer;1;educacion superior;rural;premium;4;29;780;15;285;84;6;103;no;si
54;mujer;1;primaria;urbana;basico;135;1238;244;46;74;90;6;344;no;si
52;hombre;3;secundaria;rural;basico;876;126;1224;23;253;43;4;2;no;no
46;hombre;3;secundaria;rural;basico;564;1756;208;59;94;9;7;258;no;si
62;hombre;5;secundaria;rural;basico;367;1059;1433;14;46;62;9;353;no;no
71;hombre;1;educacion superior;urbana;premium;623;1064;905;29;14;6;0;249;no;no
36;hombre;5;primaria;urbana;premium;436;1835;1105;19;151;16;10;209;no;si
45;hombre;1;educacion superior;rural;medio;541;762;1402;25;154;88;6;414;no;si
64;mujer;6;primaria;urbana;premium;46;810;358;26;285;36;4;254;no;si
59;mujer;5;secundaria;urbana;basico;576;1754;811;51;219;97;0;404;si;no
46;mujer;1;secundaria;rural;medio;625;486;104;36;197;76;7;317;no;si
73;hombre;4;primaria;rural;basico;21;1108;443;17;229;95;5;410;no;si
48;hombre;1;secundaria;urbana;basico;568;1559;153;54;245;1;5;375;si;no
79;hombre;6;educacion superior;rural;premium;138;242;1012;58;103;63;5;179;no;si
75;mujer;5;educacion superior;urbana;premium;607;1184;618;44;241;75;8;238;no;si
47;hombre;6;educacion superior;urbana;premium;917;72;1114;38;269;119;9;281;no;si
74;mujer;3;secundaria;rural;medio;939;360;1150;17;97;107;8;307;no;si
28;hombre;5;educacion superior;urbana;premium;867;1664;343;35;131;102;6;235;no;si
55;mujer;5;educacion superior;rural;basico;504;1864;810;45;276;45;4;67;si;no
33;mujer;6;educacion superior;urbana;premium;373;399;1440;43;1;78;9;160;si;no
75;hombre;6;primaria;urbana;premium;732;1624;395;33;209;116;6;237;no;si
71;hombre;6;educacion superior;rural;basico;178;270;1448;23;147;75;8;94;no;si
31;hombre;5;primaria;rural;premium;667;1141;373;39;158;7;4;421;no;si
66;hombre;1;primaria;rural;medio;684;477;19;30;281;38;10;69;no;si
25;hombre;1;educacion superior;urbana;premium;596;999;558;54;138;100;7;205;no;si
72;hombre;1;secundaria;urbana;premium;918;458;610;52;119;9;10;432;no;si
45;hombre;1;secundaria;rural;medio;67;444;1434;30;67;60;5;131;no;no
58;hombre;2;primaria;rural;premium;331;956;1390;5;279;77;7;434;si;no
28;hombre;5;educacion superior;rural;premium;236;664;799;53;158;86;8;297;no;no
46;mujer;1;secundaria;urbana;medio;557;1067;208;58;11;108;7;447;no;no
17;mujer;3;secundaria;rural;basico;208;412;220;2;33;14;1;32;no;no
55;mujer;2;educacion superior;urbana;premium;829;490;980;52;54;13;5;431;no;si
32;hombre;5;educacion superior;rural;premium;927;573;917;36;132;60;8;286;no;si
20;mujer;5;educacion superior;rural;premium;561;1683;609;43;162;89;8;277;no;si
16;mujer;1;primaria;urbana;basico;260;1829;649;16;259;30;6;444;no;si
18;hombre;2;primaria;rural;premium;990;230;122;50;183;47;9;398;no;si
22;hombre;2;primaria;rural;medio;360;1375;746;51;94;20;2;473;si;no
33;mujer;5;secundaria;rural;premium;922;1895;357;18;84;47;1;355;no;no
49;hombre;3;secundaria;rural;premium;755;493;1296;41;277;25;6;225;no;si
80;hombre;4;educacion superior;urbana;premium;384;1122;31;47;292;84;6;500;no;si
39;hombre;4;educacion superior;rural;basico;709;858;205;60;145;30;5;383;no;si
17;hombre;1;secundaria;rural;medio;887;1103;347;15;204;90;9;97;no;si
54;mujer;5;primaria;rural;medio;374;1231;613;44;108;59;10;119;no;no
30;hombre;4;secundaria;urbana;premium;205;2000;972;25;106;39;7;441;no;si
31;mujer;6;educacion superior;urbana;basico;141;843;493;43;268;54;10;393;no;si
65;mujer;2;primaria;urbana;basico;731;73;937;35;169;94;4;346;no;si
34;hombre;4;educacion superior;urbana;medio;59;862;883;36;214;23;9;474;no;si
17;hombre;3;secundaria;urbana;medio;893;1609;1418;36;279;105;4;230;si;no
72;hombre;3;secundaria;urbana;basico;272;40;481;5;195;85;0;79;si;no
33;hombre;5;primaria;rural;premium;455;306;401;59;75;51;3;219;no;si
74;hombre;2;primaria;rural;medio;764;325;2;50;89;95;3;2;si;no
32;mujer;5;educacion superior;urbana;basico;273;1674;41;43;136;111;6;142;no;si
16;mujer;3;secundaria;rural;basico;694;1936;1031;59;90;119;4;338;no;si
36;mujer;6;educacion superior;rural;premium;117;251;940;24;284;24;9;435;si;no
21;hombre;1;educacion superior;urbana;medio;42;903;1337;16;281;41;1;55;no;no
18;hombre;5;secundaria;urbana;basico;92;1548;392;22;196;46;9;80;no;si
27;hombre;1;educacion superior;urbana;medio;436;764;266;59;189;110;8;366;no;si
69;hombre;2;secundaria;urbana;premium;40;1895;482;32;243;87;3;227;no;si
34;hombre;1;primaria;rural;premium;501;177;1479;11;58;99;5;418;no;no
25;hombre;1;educacion superior;urbana;basico;217;1898;847;56;256;87;3;24;no;no
27;hombre;5;secundaria;rural;basico;256;1163;1195;41;238;96;7;498;no;si
28;mujer;1;secundaria;rural;basico;142;1772;836;24;57;71;1;167;no;no
60;hombre;6;educacion superior;rural;medio;202;1137;78;30;184;2;7;15;no;no
38;hombre;3;primaria;rural;premium;191;789;427;46;151;113;7;306;no;si
52;hombre;5;educacion superior;urbana;medio;351;809;1398;44;229;10;6;69;no;si
33;mujer;5;educacion superior;rural;medio;38;434;1362;60;255;108;7;223;no;si
32;hombre;4;primaria;urbana;medio;883;1711;980;56;241;103;10;175;no;si
52;hombre;6;primaria;urbana;basico;434;1200;25;27;59;45;5;413;no;si
54;hombre;4;secundaria;rural;basico;129;1888;475;59;201;36;4;345;no;si
21;mujer;2;educacion superior;urbana;basico;338;1160;787;19;272;17;6;462;no;si
43;hombre;3;secundaria;urbana;medio;434;1916;8;56;283;71;6;111;no;no
35;hombre;3;primaria;rural;medio;895;1899;800;4;54;104;3;350;no;no
59;mujer;5;educacion superior;urbana;basico;168;1345;310;27;70;3;7;39;si;no
61;mujer;3;secundaria;rural;premium;660;1042;671;35;200;110;3;407;si;no
18;hombre;2;primaria;rural;basico;476;1050;778;53;120;61;9;391;no;si
41;mujer;2;educacion superior;rural;premium;546;356;719;47;203;80;6;329;no;no
77;hombre;6;primaria;urbana;basico;937;641;801;46;185;18;7;473;no;si
32;hombre;6;educacion superior;urbana;medio;163;1715;1350;55;235;51;10;88;no;si
28;mujer;3;educacion superior;urbana;basico;278;727;796;56;298;59;6;441;no;si
33;hombre;5;primaria;urbana;medio;904;257;1356;9;177;66;4;31;si;no
33;hombre;3;educacion superior;urbana;premium;828;1646;531;28;268;84;10;154;no;si
53;hombre;5;secundaria;rural;premium;296;1036;1066;29;225;55;7;278;no;si
59;hombre;3;secundaria;urbana;basico;746;384;511;50;174;111;7;94;no;si
49;hombre;2;educacion superior;urbana;medio;914;982;806;37;136;53;8;255;no;no
67;hombre;6;secundaria;urbana;medio;378;377;1422;54;204;44;6;265;no;si
43;mujer;2;educacion superior;rural;medio;833;1703;167;30;298;118;4;296;no;si
54;hombre;4;secundaria;urbana;premium;751;1545;194;21;97;50;7;454;no;si
76;mujer;1;secundaria;rural;medio;44;84;831;25;185;19;1;280;no;no
41;mujer;1;primaria;urbana;medio;384;1176;444;25;230;7;5;396;no;si
71;mujer;2;primaria;rural;medio;967;1065;709;46;256;16;3;112;si;no
21;hombre;6;educacion superior;urbana;premium;332;100;1191;57;154;8;6;251;no;si
44;mujer;1;educacion superior;rural;medio;363;1939;467;58;28;115;0;163;si;no
42;hombre;1;educacion superior;urbana;basico;959;1956;395;32;163;68;2;116;no;no
44;mujer;3;educacion superior;urbana;premium;704;167;635;31;275;44;8;336;no;si
46;mujer;2;primaria;rural;premium;249;575;653;37;138;88;3;362;si;no
68;hombre;4;educacion superior;urbana;basico;176;742;311;34;209;107;5;255;si;no
76;hombre;2;educacion superior;urbana;medio;773;1502;570;18;212;109;7;358;si;no
27;mujer;3;secundaria;rural;basico;174;378;876;27;64;62;3;451;no;si
78;mujer;5;primaria;urbana;medio;602;831;211;37;194;40;5;495;si;no
39;hombre;6;secundaria;urbana;medio;175;204;624;28;167;92;5;400;no;no
27;mujer;2;primaria;rural;basico;734;594;844;42;213;99;3;359;no;si
44;hombre;1;educacion superior;urbana;basico;524;156;1355;21;11;60;8;481;si;no
57;mujer;1;secundaria;urbana;premium;610;1232;930;4;5;43;9;245;si;no
50;mujer;3;educacion superior;urbana;medio;106;292;109;6;89;71;8;232;no;no
56;mujer;3;educacion superior;rural;medio;317;1911;220;28;144;62;3;396;no;si
63;hombre;4;educacion superior;urbana;medio;718;1905;745;47;285;19;4;309;no;si
27;hombre;6;secundaria;urbana;premium;163;354;25;52;234;73;7;417;no;si
68;hombre;6;educacion superior;rural;basico;750;1809;87;51;285;23;5;269;si;no
56;hombre;1;primaria;urbana;premium;905;1918;1091;32;264;27;7;463;no;no
44;mujer;4;primaria;urbana;premium;151;342;1295;52;224;81;9;394;si;no
75;hombre;5;educacion superior;rural;basico;567;1377;1051;49;136;32;4;238;no;si
47;mujer;2;secundaria;rural;premium;599;1623;721;18;97;120;9;400;no;si
32;mujer;3;educacion superior;rural;premium;267;1892;426;25;123;84;8;129;no;si
77;mujer;2;primaria;urbana;medio;42;931;782;32;296;104;6;437;no;si
39;hombre;5;primaria;rural;premium;542;1715;31;8;74;112;8;156;no;no
36;hombre;5;educacion superior;urbana;medio;402;32;1327;36;240;78;10;416;no;si
69;hombre;4;secundaria;rural;medio;777;1809;981;60;121;83;10;282;no;si
36;hombre;3;secundaria;rural;basico;554;243;460;58;78;12;6;134;si;no
39;hombre;6;secundaria;urbana;medio;730;503;1439;52;142;18;7;331;no;si
80;mujer;6;educacion superior;urbana;premium;462;1239;1;30;110;13;5;101;no;si
68;hombre;4;secundaria;rural;basico;84;52;382;59;4;56;0;9;si;no
67;hombre;1;educacion superior;urbana;premium;319;1772;1369;52;231;110;5;95;no;si
43;hombre;2;primaria;urbana;medio;836;440;448;21;194;74;10;440;no;si
39;mujer;2;educacion superior;urbana;premium;124;1083;512;19;267;25;5;139;no;si
28;mujer;5;primaria;urbana;basico;883;278;859;29;75;57;1;478;si;no
44;hombre;1;educacion superior;urbana;premium;579;37;974;28;12;56;8;67;no;no
20;hombre;3;educacion superior;rural;basico;694;410;1353;58;133;110;9;342;no;si
73;hombre;3;secundaria;urbana;basico;752;604;1068;27;278;82;6;374;no;si
76;hombre;3;secundaria;rural;basico;414;1323;741;50;111;39;6;429;si;no
60;mujer;6;secundaria;rural;premium;575;710;58;30;194;116;7;40;si;no
68;hombre;5;educacion superior;urbana;medio;197;1583;857;28;183;18;2;17;no;no
77;mujer;4;educacion superior;urbana;medio;686;897;1274;53;226;32;10;280;si;no
16;hombre;5;educacion superior;urbana;basico;535;1439;1028;36;109;47;7;275;no;si
41;hombre;1;secundaria;rural;basico;173;763;1205;10;135;92;1;429;si;no
74;hombre;5;educacion superior;rural;basico;497;299;724;49;238;66;3;118;no;si
44;mujer;3;secundaria;urbana;basico;196;915;650;21;237;32;5;180;no;si
56;hombre;2;educacion superior;urbana;medio;143;701;978;39;270;5;7;314;no;no
54;mujer;4;educacion superior;urbana;premium;579;1231;9;52;230;103;7;87;no;si
66;hombre;5;educacion superior;urbana;premium;827;1354;1452;43;108;83;9;131;no;no
62;hombre;3;secundaria;rural;medio;964;972;973;26;180;107;9;286;no;si
18;hombre;1;primaria;rural;medio;575;1408;506;5;53;98;2;4;no;no
74;hombre;2;secundaria;urbana;premium;541;1679;922;39;158;49;4;176;si;no
42;mujer;3;primaria;rural;medio;684;1122;46;53;223;51;9;258;no;no
75;hombre;6;primaria;rural;basico;936;1294;1366;39;181;1;6;452;no;si
48;hombre;2;primaria;urbana;medio;619;477;664;49;46;119;9;124;no;no
57;hombre;3;educacion superior;rural;basico;787;1294;1086;4;51;100;10;114;no;no
34;hombre;1;secundaria;urbana;basico;400;464;204;2;203;5;2;374;no;no
76;hombre;3;educacion superior;urbana;basico;189;1100;187;47;181;80;5;63;no;si
55;mujer;6;educacion superior;rural;basico;700;710;654;37;274;52;3;449;no;si
73;mujer;4;primaria;rural;medio;241;1620;1396;46;249;53;4;381;no;si
35;hombre;2;primaria;rural;premium;167;1553;238;32;6;49;2;142;si;no
26;hombre;2;primaria;rural;medio;983;1604;520;15;163;61;10;387;no;si
28;hombre;2;primaria;urbana;premium;426;1229;754;51;126;41;9;431;no;si
74;mujer;6;educacion superior;urbana;medio;369;1292;317;14;241;52;7;166;si;no
77;hombre;1;educacion superior;rural;medio;757;1605;1286;46;101;88;9;264;no;si
54;hombre;3;primaria;rural;medio;738;551;976;42;139;54;5;320;no;si
75;hombre;3;educacion superior;rural;medio;903;850;278;27;203;82;6;252;no;no
40;hombre;1;educacion superior;urbana;premium;723;1357;236;55;200;54;8;167;no;no
79;hombre;4;secundaria;urbana;medio;439;1422;58;21;55;119;10;264;no;si
29;mujer;1;secundaria;rural;premium;666;848;1379;46;250;12;6;132;no;si
40;hombre;3;secundaria;urbana;basico;612;476;550;6;39;5;7;183;si;no
73;hombre;1;primaria;rural;basico;174;961;432;41;297;108;8;85;no;si
59;mujer;5;educacion superior;rural;basico;250;1059;1101;20;14;104;10;325;si;no
79;mujer;5;primaria;urbana;basico;353;784;1216;57;168;37;10;295;no;si
40;hombre;4;educacion superior;urbana;basico;971;815;290;31;98;71;9;225;no;si
66;hombre;1;secundaria;rural;premium;937;1584;675;49;100;32;0;146;si;no
53;hombre;1;primaria;urbana;medio;828;1874;1262;46;236;92;3;235;si;no
61;hombre;6;secundaria;urbana;basico;781;511;567;26;14;96;1;498;no;no
36;hombre;3;primaria;rural;medio;399;224;310;31;264;77;9;96;no;si
46;hombre;6;secundaria;rural;premium;733;1753;175;54;268;114;10;456;no;si
28;mujer;5;secundaria;urbana;premium;189;105;431;58;54;25;10;312;no;no
61;hombre;6;primaria;urbana;medio;967;602;475;36;81;7;4;407;si;no
36;hombre;5;secundaria;rural;basico;933;322;1029;16;127;69;9;113;no;si
43;hombre;3;primaria;urbana;premium;138;1500;10;39;153;87;8;5;si;no
33;mujer;1;primaria;rural;medio;383;1052;424;29;242;101;3;76;no;si
79;hombre;2;secundaria;rural;medio;503;517;49;17;153;111;0;361;no;no
34;hombre;2;primaria;rural;premium;583;84;964;49;231;37;9;158;si;no
17;hombre;1;educacion superior;rural;premium;178;1362;148;22;99;95;4;207;no;si
67;hombre;3;primaria;urbana;premium;89;1291;748;57;278;74;5;158;no;si
66;hombre;6;secundaria;rural;basico;369;1021;988;53;264;83;8;117;no;si
29;hombre;5;educacion superior;urbana;basico;451;168;430;41;253;104;1;240;si;no
53;mujer;2;educacion superior;urbana;basico;70;248;1153;60;254;1;3;342;no;si
78;hombre;2;educacion superior;rural;basico;29;918;907;12;126;97;6;278;si;no
56;hombre;2;secundaria;urbana;basico;569;224;805;42;172;9;8;105;no;si
44;hombre;6;secundaria;urbana;medio;966;694;579;41;93;87;2;455;no;no
16;hombre;2;primaria;urbana;basico;95;76;1432;48;2;94;2;328;no;no
25;hombre;1;primaria;urbana;premium;127;187;313;32;281;36;1;264;no;no
78;hombre;5;primaria;urbana;premium;460;124;699;39;72;90;3;222;no;si
66;mujer;1;educacion superior;rural;premium;601;1821;407;10;14;13;5;207;no;no
75;mujer;5;primaria;rural;basico;525;1613;1444;42;292;103;8;102;no;si
63;hombre;5;educacion superior;rural;premium;251;1552;421;1;246;104;9;58;si;no
80;hombre;4;educacion superior;urbana;basico;806;1202;248;47;292;95;2;164;no;no
39;hombre;3;educacion superior;urbana;premium;544;892;676;36;75;53;5;320;no;no
41;hombre;6;educacion superior;rural;medio;278;1299;896;45;217;43;5;228;no;no
64;hombre;5;educacion superior;rural;premium;707;365;111;39;198;79;8;171;no;si
78;mujer;3;secundaria;rural;basico;532;160;1357;55;196;4;6;473;no;si
26;mujer;1;primaria;urbana;basico;85;1339;266;25;272;106;4;393;no;si
35;mujer;1;secundaria;urbana;basico;34;593;1217;0;194;82;8;143;si;no
37;hombre;5;secundaria;urbana;medio;706;1248;1092;6;176;75;2;251;no;no
39;mujer;6;primaria;rural;basico;387;576;582;54;300;110;8;317;no;si
54;hombre;1;primaria;rural;basico;183;943;1336;45;145;82;7;185;no;si
46;hombre;6;primaria;rural;medio;305;1015;33;20;257;110;7;14;no;no
18;hombre;2;primaria;rural;premium;835;485;1401;33;215;29;5;81;no;no
36;hombre;1;primaria;rural;basico;457;831;520;34;217;33;1;170;no;no
34;hombre;3;secundaria;rural;medio;122;242;315;51;147;18;4;181;no;si
38;hombre;5;secundaria;urbana;medio;894;837;516;28;175;108;3;379;no;si
56;hombre;4;secundaria;rural;basico;197;915;713;42;192;25;10;328;no;si
68;mujer;2;secundaria;rural;medio;352;164;805;57;47;14;2;479;no;no
73;hombre;3;secundaria;rural;basico;559;1514;511;55;54;86;4;430;no;si
17;hombre;1;primaria;urbana;basico;751;1290;22;13;42;28;0;96;si;no
36;hombre;1;primaria;urbana;basico;743;1874;1360;40;58;90;7;345;no;no
69;hombre;6;educacion superior;rural;medio;220;561;375;26;183;40;5;219;no;si
39;hombre;3;primaria;rural;medio;581;189;1210;48;296;19;0;7;si;no
65;mujer;3;secundaria;urbana;medio;252;946;1366;20;240;41;6;441;no;si
80;mujer;2;educacion superior;urbana;premium;536;690;307;20;49;82;8;178;no;no
21;mujer;3;primaria;urbana;premium;829;1427;641;52;226;78;10;125;no;si
49;hombre;1;secundaria;urbana;medio;324;1428;1210;55;272;34;9;243;no;si
23;mujer;3;primaria;urbana;basico;679;3;1014;4;224;74;3;124;no;no
40;hombre;1;secundaria;urbana;premium;362;182;687;32;202;19;3;114;si;no
18;hombre;5;primaria;urbana;medio;218;829;267;28;181;20;7;289;no;si
68;hombre;5;secundaria;rural;medio;969;1352;790;60;81;55;9;82;no;si
43;hombre;4;primaria;urbana;premium;90;1768;116;47;106;118;5;375;no;si
38;hombre;5;primaria;urbana;medio;466;1840;113;52;214;50;10;240;no;si
29;hombre;2;educacion superior;urbana;premium;146;1792;628;4;25;22;5;63;no;no
63;mujer;4;primaria;rural;medio;492;1701;881;42;166;49;5;212;si;no
76;hombre;5;secundaria;urbana;medio;221;219;1092;15;98;20;7;432;no;si
78;hombre;1;primaria;urbana;basico;585;662;741;41;235;15;4;334;no;no
69;hombre;4;primaria;urbana;premium;518;1793;127;38;83;15;3;148;no;si
56;hombre;5;primaria;rural;basico;224;511;486;24;268;22;3;159;no;no
62;hombre;5;educacion superior;urbana;medio;307;468;1210;38;168;119;3;219;no;si
